100,18,8,7
101,6,2,3
102,7,0,2
103,25,12,9
104,25,20,2
105,24,17,7
106,58,4,18
107,26,15,3
108,50,34,16
109,42,22,16
110,42,27,2
111,44,12,12
112,28,10,4
113,17,11,0
114,17,14,2
115,22,12,6
116,42,24,5
117,18,2,14
118,10,7,3
119,62,1,40
120,62,56,3
121,33,17,8
122,49,44,3
123,11,3,7
125,52,4,45
126,60,6,1
127,49,35,5
128,49,35,6
129,51,35,4
130,31,2,1
131,36,12,9
132,24,22,0
133,65,26,1
134,11,9,1
135,14,6,4
136,8,0,8
137,16,3,6
138,15,10,1
139,61,20,8
140,8,3,0
141,53,15,6
142,44,33,11
143,56,17,7
144,25,13,7
145,56,16,31
146,21,12,0
148,18,0,0
149,56,19,10
150,57,9,14
151,52,32,12
152,22,12,7
153,15,2,8
154,18,6,11
155,48,38,6
156,17,16,1
157,22,13,0
158,51,16,7
159,48,3,41
161,54,11,24
162,34,26,7
164,18,6,7
165,26,21,1
166,56,40,6
167,32,21,6
168,53,29,2
169,57,6,9
170,44,6,19
171,59,43,6
172,48,38,1
173,23,6,4
174,63,40,12
175,14,3,3
176,25,24,0
177,61,44,12
178,30,30,0
179,13,13,0
180,49,41,7
181,48,29,16
182,38,8,19
183,14,11,0
184,37,36,1
185,10,2,1
186,44,41,3
187,48,27,10
188,29,2,16
189,49,45,2
190,46,33,10
191,28,23,0
192,55,2,49
193,52,6,30
194,52,52,0
195,63,41,0
196,37,11,20
197,16,2,0
198,32,29,3
199,24,22,1
200,13,12,1
201,42,39,2
202,58,57,1
203,55,26,10
204,26,5,16
205,47,12,6
206,58,8,45
207,46,5,5
208,36,8,14
209,5,5,0
210,33,30,0
211,12,9,1
212,5,3,0
213,61,20,8
214,21,6,8
215,63,52,1
216,26,21,3
217,30,10,1
218,54,49,5
219,55,49,1
220,59,26,3
221,27,19,0
222,23,6,5
223,22,20,0
224,9,6,3
225,10,0,4
227,57,19,14
229,29,10,10
230,36,33,0
231,35,27,8
232,28,0,4
233,36,17,16
234,35,5,1
235,23,20,3
236,18,10,4
237,19,13,2
238,46,9,17
239,30,22,2
241,56,24,21
242,35,19,12
243,5,4,0
244,7,1,1
245,53,38,12
246,36,36,0
247,60,32,17
248,42,12,25
249,12,9,3
250,35,19,2
251,54,43,3
252,7,1,6
253,65,22,41
254,50,48,1
255,63,8,26
256,13,11,1
257,12,0,9
258,38,10,6
259,32,23,4
260,30,25,3
261,49,15,18
262,34,25,2
263,11,1,2
264,58,34,7
265,28,11,6
266,50,24,22
267,46,39,2
268,41,0,23
269,55,49,5
270,20,7,4
271,32,21,1
273,65,50,10
274,63,7,2
275,61,41,16
276,45,29,5
277,40,11,17
278,38,7,15
279,23,7,12
280,41,9,20
281,25,11,14
282,38,15,18
283,59,54,5
284,63,30,31
285,50,48,2
286,59,6,48
287,11,9,0
288,12,5,1
289,16,5,3
290,36,31,1
291,11,11,0
292,20,4,11
293,10,1,2
294,6,5,0
295,56,12,32
296,65,22,38
297,21,2,11
298,13,8,4
299,9,8,1
300,20,0,0
301,47,1,35
302,8,0,7
303,53,42,1
304,61,39,0
305,63,25,19
306,27,16,5
307,28,3,18
308,21,1,1
309,18,2,0
310,31,1,6
311,7,5,0
312,60,51,9
313,20,18,1
314,43,16,4
315,17,9,5
316,16,9,2
317,14,1,8
318,43,4,28
319,5,4,0
320,12,7,5
321,54,12,7
322,65,40,10
323,18,2,12
324,14,4,1
325,39,33,4
326,58,20,20
327,9,5,1
328,9,3,4
329,35,13,13
330,36,15,6
331,12,5,1
332,44,2,36
333,50,26,0
335,26,13,0
336,47,31,3
337,63,35,3
339,52,42,7
340,5,0,4
341,41,39,2
342,57,45,8
343,28,9,10
344,7,2,4
345,52,20,3
346,9,5,0
347,64,8,45
348,7,2,1
349,59,49,6
350,54,54,0
351,23,16,5
352,52,3,4
353,52,39,6
354,10,4,0
355,37,4,7
356,48,46,1
357,57,32,10
358,27,17,3
359,28,0,25
360,18,3,8
361,9,8,1
362,61,9,28
363,6,5,1
364,14,2,9
365,23,21,2
366,29,6,23
367,12,11,0
368,55,47,8
369,41,27,14
370,20,0,8
371,38,31,3
372,46,32,10
373,33,4,7
374,55,2,17
375,55,35,15
376,65,13,51
377,60,24,29
378,27,1,25
379,35,10,21
380,38,32,5
381,21,19,2
382,13,9,2
383,46,8,9
384,51,14,0
385,53,15,35
386,17,11,5
387,36,33,1
388,54,6,24
389,19,7,12
390,19,19,0
391,59,45,7
392,13,0,3
393,38,12,3
394,60,11,1
396,13,2,3
397,5,4,0
398,11,7,4
399,36,32,2
400,50,48,0
401,53,20,28
402,57,13,33
403,65,48,7
404,13,7,1
405,16,5,4
406,35,7,2
407,41,30,1
408,45,26,3
409,57,47,5
410,45,14,30
411,64,47,14
412,52,39,5
413,28,26,2
415,47,38,2
416,31,0,9
417,19,7,10
418,49,28,4
419,22,0,9
420,50,3,14
421,6,5,0
422,30,9,14
423,43,11,22
424,38,23,0
425,47,43,3
426,64,54,0
427,53,38,8
428,55,55,0
429,58,44,7
430,11,6,3
431,58,47,10
432,22,4,14
433,48,47,1
434,14,6,0
435,60,29,12
436,33,24,6
437,63,58,0
438,50,15,2
439,52,31,16
440,20,8,12
441,21,1,8
442,33,0,13
443,19,0,10
444,21,18,1
445,62,20,33
446,57,15,17
447,44,17,18
448,7,2,3
449,33,6,6
450,53,20,16
451,30,18,8
452,52,16,36
453,29,0,19
454,31,21,10
455,5,2,1
456,12,11,0
457,49,24,3
458,64,23,14
459,5,1,1
460,12,8,1
461,61,44,7
462,33,3,7
463,29,28,0
464,18,16,2
465,39,17,1
466,62,55,3
467,57,31,4
468,15,4,3
469,53,37,16
470,29,25,4
471,32,21,5
472,48,12,24
473,35,1,20
474,53,39,3
475,60,29,22
476,49,12,28
477,14,3,10
478,33,33,0
479,61,57,2
480,62,2,4
481,6,1,2
482,34,31,2
483,35,10,0
484,32,10,4
