100,35,9,24
101,53,27,0
102,21,12,4
103,36,33,2
104,57,7,30
105,61,3,19
106,24,11,9
107,11,7,2
108,42,25,13
109,60,32,25
110,10,7,0
111,51,23,16
112,10,8,2
113,56,6,40
114,56,36,16
115,41,5,25
116,65,50,6
117,18,17,1
118,11,5,0
119,64,46,2
120,17,4,12
121,64,36,15
122,13,3,5
123,18,18,0
124,17,16,0
125,64,34,13
126,17,17,0
127,48,3,44
128,62,26,31
129,12,2,8
130,56,12,14
131,35,22,3
132,50,11,20
133,56,37,2
134,15,0,9
135,62,58,1
136,15,8,6
137,47,26,12
138,51,30,0
139,59,34,12
140,10,4,2
141,16,5,5
142,31,11,11
143,37,12,0
144,16,15,0
145,57,26,20
146,50,18,31
147,39,15,2
148,50,24,7
150,16,3,6
151,16,12,1
153,56,17,5
154,59,4,7
155,38,11,8
156,52,44,6
157,39,21,18
158,7,0,0
159,49,28,15
160,34,19,10
161,23,11,12
162,16,9,2
163,13,1,9
164,45,3,42
165,23,12,0
166,52,47,4
168,47,47,0
169,14,3,8
170,25,5,3
171,40,26,5
172,50,12,33
173,43,0,30
174,51,40,10
175,12,5,2
176,44,30,10
178,60,17,3
179,45,6,22
180,28,20,1
181,47,12,13
182,59,12,19
183,20,1,1
184,25,10,14
185,8,8,0
187,13,11,1
188,51,12,37
189,60,22,27
191,26,6,20
192,34,7,25
193,47,33,3
194,58,30,18
195,22,14,3
196,10,6,2
197,14,12,0
198,53,2,15
200,57,44,6
202,45,15,8
203,31,21,10
204,16,0,3
205,20,11,8
206,17,4,13
207,52,26,4
208,51,43,1
209,28,22,0
210,19,8,10
211,54,47,6
212,21,3,6
213,40,19,0
214,65,25,1
215,44,41,0
216,24,12,0
217,63,21,39
218,64,16,23
219,21,14,6
220,11,4,1
221,39,17,18
222,47,19,14
223,6,5,1
224,57,9,35
225,51,49,2
226,17,17,0
227,25,14,11
228,45,42,1
229,60,0,40
230,16,9,6
232,41,12,27
233,54,43,8
234,29,12,17
235,43,29,0
236,53,38,14
237,37,37,0
238,52,13,30
239,44,24,14
240,41,39,0
241,63,43,6
243,29,5,5
244,23,15,0
245,30,19,1
246,48,40,4
247,64,54,1
248,39,14,8
249,46,2,22
250,30,9,14
251,46,12,5
252,50,27,5
253,25,8,7
255,25,24,1
256,12,12,0
257,48,42,4
258,15,6,9
259,51,26,21
260,10,5,3
261,40,20,0
262,45,33,0
263,10,7,3
264,22,18,1
265,29,9,3
266,25,6,19
267,42,4,37
268,5,1,4
269,12,12,0
270,14,11,1
271,16,16,0
272,16,9,0
273,45,41,4
274,55,38,16
275,17,3,1
276,21,4,9
277,31,6,5
278,63,59,3
279,11,4,3
280,54,10,12
282,23,5,9
283,10,6,1
285,62,53,5
287,49,27,18
288,12,11,1
289,14,5,7
290,41,37,3
291,18,16,1
292,27,14,7
293,39,11,25
294,25,15,10
295,19,11,7
296,64,38,9
297,49,35,13
298,46,21,13
299,55,10,36
300,8,0,3
301,63,13,22
302,12,9,1
303,58,26,16
304,24,24,0
305,63,48,5
306,17,13,4
307,55,14,24
309,18,1,13
310,46,9,12
311,40,27,5
312,44,20,2
313,27,4,21
314,64,39,6
315,45,35,1
316,52,44,1
317,15,12,1
318,37,30,4
319,20,11,2
321,34,20,1
322,21,1,3
323,39,6,7
324,65,32,27
325,29,13,1
326,26,20,5
327,35,35,0
