100,39,7,16
101,15,11,3
102,40,19,14
103,54,13,32
104,43,3,8
105,30,25,4
106,36,3,0
107,49,3,1
109,17,3,9
110,22,19,3
111,16,5,9
112,29,23,4
113,26,26,0
114,48,42,2
115,21,18,0
116,64,39,0
117,64,7,17
118,34,10,4
119,16,9,3
120,35,1,5
121,12,3,4
122,33,26,0
123,55,38,11
124,38,38,0
125,8,8,0
126,16,13,3
127,58,58,0
128,9,3,4
129,61,56,0
130,52,49,1
131,57,33,11
132,17,9,3
133,57,39,3
134,31,13,12
135,9,7,1
136,23,16,3
137,40,25,9
138,19,14,0
139,50,6,35
140,52,43,9
141,54,32,5
142,12,0,12
143,29,10,2
144,56,37,19
145,54,1,16
146,59,51,8
147,20,9,7
148,54,13,0
149,61,25,4
150,38,26,3
153,34,7,2
154,29,6,6
155,17,16,0
156,20,16,2
157,52,45,2
158,38,22,15
159,28,22,5
160,22,11,6
161,43,17,24
162,9,6,0
164,58,54,2
165,25,15,5
166,61,31,16
167,45,21,23
168,38,37,0
169,63,28,18
170,46,16,4
171,19,13,1
172,35,0,9
173,9,1,2
174,48,37,2
175,65,18,37
176,7,1,0
177,59,26,0
178,28,26,1
180,25,12,12
181,13,7,6
182,29,12,10
184,19,5,4
186,30,0,23
187,34,20,1
188,11,5,0
189,19,7,2
190,64,29,32
191,37,34,0
192,27,12,9
193,44,38,6
194,24,22,0
195,54,17,7
196,19,11,6
197,6,5,0
199,45,16,1
200,51,34,7
201,65,56,3
202,61,23,4
203,13,9,0
204,39,12,5
205,38,37,1
206,60,45,4
208,11,3,0
209,14,13,0
210,7,1,0
211,51,11,31
212,46,14,27
213,34,19,0
214,7,2,0
215,24,18,2
217,50,3,18
219,32,6,5
221,24,20,1
222,53,9,32
223,49,10,23
224,31,12,9
225,24,20,3
226,36,12,2
227,55,41,9
228,10,0,10
229,15,4,8
230,10,3,5
231,63,52,9
232,7,4,1
233,64,53,8
234,5,1,0
235,26,15,11
236,27,23,3
237,45,1,37
238,17,2,5
239,29,29,0
240,63,52,3
242,60,54,6
243,61,34,4
245,64,38,24
246,65,37,28
247,18,7,8
248,57,45,1
249,59,56,0
250,61,40,18
251,59,23,22
252,23,8,0
255,46,6,19
256,50,23,18
257,14,4,6
258,18,7,6
259,57,29,2
260,35,14,12
261,7,6,1
262,8,2,0
263,10,2,0
265,26,17,3
266,17,11,2
268,16,14,0
269,58,55,2
270,13,10,2
271,10,4,1
272,23,3,11
273,8,2,2
274,7,2,3
275,45,44,0
276,54,0,28
277,39,21,0
278,17,8,0
279,35,22,3
280,13,10,3
281,45,36,0
282,16,9,5
283,46,36,10
285,29,19,1
287,6,4,0
288,43,42,1
289,44,0,12
290,49,18,9
291,5,3,0
292,35,35,0
293,51,13,5
294,56,34,20
295,16,16,0
296,54,24,16
298,5,2,3
299,17,14,3
300,61,35,13
301,49,30,13
302,20,9,8
303,38,2,26
304,46,17,23
305,22,12,1
306,49,24,4
307,43,33,0
