100,49,8,5
101,34,5,29
102,47,5,19
103,60,60,0
104,16,7,0
105,6,6,0
106,39,38,0
107,13,8,4
108,24,10,5
109,28,27,1
110,13,12,0
111,50,12,2
112,53,52,1
113,62,51,4
114,41,11,8
115,44,33,10
116,34,21,7
117,60,55,4
118,50,17,26
119,42,33,4
120,49,11,1
121,15,8,2
122,57,34,1
123,46,13,11
124,18,12,1
125,51,6,3
126,52,23,7
127,62,54,6
128,44,18,15
129,59,52,1
130,12,11,1
131,31,11,6
132,31,19,2
133,50,17,16
134,5,5,0
135,42,8,5
136,25,6,2
137,30,9,19
138,25,3,17
139,27,6,5
140,52,44,4
141,21,12,3
142,59,51,3
143,26,21,0
144,6,3,2
145,36,18,9
146,16,7,7
147,34,2,25
148,22,19,0
149,59,14,0
150,44,26,2
151,63,27,23
152,63,25,35
153,13,6,2
154,52,49,3
155,65,51,5
156,9,7,2
157,18,5,9
158,52,51,1
159,20,8,11
160,40,0,9
161,36,12,23
162,13,12,1
163,22,22,0
164,46,10,22
165,25,7,12
166,56,44,9
167,50,2,29
168,41,10,23
169,19,7,8
170,34,24,0
171,27,3,24
172,11,2,5
173,50,34,4
174,48,5,5
175,27,2,19
176,21,1,5
177,59,57,2
178,27,17,4
179,50,33,4
180,48,44,2
181,28,4,5
182,14,2,5
183,19,6,1
184,50,17,25
185,59,53,3
186,10,6,3
187,29,6,19
188,52,2,5
189,12,1,10
190,39,1,36
191,42,25,13
192,8,1,2
193,50,19,8
194,24,20,4
195,49,46,3
196,58,36,11
197,40,8,4
198,14,11,1
199,14,10,2
200,8,8,0
201,36,7,16
202,36,18,10
203,58,44,14
204,41,19,17
205,19,3,7
206,25,25,0
207,28,3,12
208,22,1,18
209,30,23,1
210,5,2,2
211,8,5,0
212,51,13,33
213,20,4,0
214,54,29,4
215,63,44,1
216,60,9,48
217,63,54,8
218,13,5,7
219,64,8,42
220,39,35,2
221,22,7,11
222,59,1,55
223,60,17,23
224,18,3,11
225,35,7,26
226,36,17,10
227,12,5,6
228,27,24,1
229,47,21,15
230,25,23,0
231,42,38,4
232,38,14,22
233,37,10,1
234,36,35,0
235,9,3,5
236,41,41,0
237,10,6,2
238,32,2,14
239,57,10,38
240,19,18,1
241,26,16,0
242,59,7,0
243,40,22,2
244,32,29,0
245,47,0,7
246,57,42,15
247,10,9,0
248,20,9,7
249,18,2,1
250,7,4,0
251,18,1,12
252,37,27,3
253,18,7,4
254,50,17,21
255,45,9,10
256,40,1,5
257,11,1,0
258,23,13,0
259,37,19,6
260,64,62,0
261,37,12,19
262,36,34,2
263,45,13,32
264,38,20,7
265,6,4,2
266,25,13,9
267,48,38,0
268,57,46,9
269,58,54,1
270,13,2,6
271,37,22,6
272,29,5,18
273,57,18,22
274,15,3,12
275,53,50,2
276,54,0,10
277,56,45,6
278,59,14,7
279,49,31,17
280,17,11,6
281,48,24,16
282,27,27,0
283,59,34,15
284,22,16,6
285,11,1,1
286,21,8,2
287,34,31,2
288,7,6,1
289,29,23,2
290,8,2,0
291,12,4,5
292,6,6,0
293,11,10,1
294,17,3,7
295,13,7,5
296,15,5,2
297,19,19,0
298,65,57,1
299,10,2,6
300,38,8,15
301,16,8,6
302,62,48,14
303,45,21,14
304,28,16,12
305,42,30,0
306,38,15,15
307,10,3,1
308,53,6,18
309,22,16,2
310,10,7,0
311,45,44,1
312,17,10,6
313,9,3,3
314,21,21,0
315,14,9,0
316,34,31,3
317,18,6,5
318,6,2,0
319,62,6,2
320,59,21,14
321,17,12,0
322,62,4,38
323,53,25,18
324,64,41,19
325,10,9,0
326,35,15,9
327,40,1,19
328,31,8,11
329,26,0,13
330,32,15,2
331,32,25,5
332,46,39,6
333,28,21,3
334,59,27,26
335,43,38,5
336,12,8,2
337,13,9,0
338,58,30,25
339,46,14,7
340,14,12,1
341,48,37,3
342,7,5,1
343,48,36,12
344,64,35,20
345,12,2,1
346,39,33,4
347,13,11,1
348,24,8,12
349,33,19,7
350,41,14,13
351,30,21,7
352,57,48,9
353,13,9,4
354,36,4,8
355,28,5,20
356,21,19,0
357,61,12,36
358,14,1,6
359,25,10,10
360,21,15,6
361,30,21,8
362,29,22,1
363,50,1,26
364,17,7,9
365,6,1,5
366,47,37,5
367,11,0,2
368,24,21,2
369,38,16,5
370,45,7,23
371,9,0,7
372,43,18,4
373,18,5,0
374,26,0,3
375,49,30,1
376,43,21,14
377,27,27,0
378,9,4,0
379,49,3,23
380,38,33,1
381,26,14,10
382,16,11,4
383,23,14,0
384,25,9,5
385,42,14,3
386,22,13,0
387,15,10,5
388,15,5,0
389,58,6,36
390,62,40,12
391,36,10,19
392,64,57,3
393,5,0,3
394,23,19,0
395,5,3,1
396,59,54,0
397,7,1,0
398,9,9,0
399,11,5,3
400,57,14,29
401,65,8,18
402,11,3,3
403,25,14,1
404,50,1,13
405,48,46,1
406,45,17,5
407,40,0,32
408,32,5,14
409,13,3,3
410,9,8,0
411,64,14,35
412,10,7,0
413,59,29,22
414,45,2,11
415,38,36,1
416,33,15,1
417,35,4,3
418,50,13,0
419,8,1,0
420,53,1,37
421,30,15,10
422,5,1,1
423,41,10,13
424,16,5,8
425,27,0,17
426,59,35,15
427,44,4,19
428,44,9,6
429,12,0,12
430,40,19,4
431,10,8,2
432,23,9,9
433,22,17,0
434,47,26,1
435,53,31,14
436,30,27,1
437,5,2,1
438,10,5,1
439,28,16,6
440,9,6,2
441,5,4,1
442,41,12,10
443,51,38,11
444,35,15,1
445,17,4,2
446,40,37,0
447,38,1,34
448,41,8,23
449,18,10,8
450,15,11,3
451,62,53,0
452,47,1,6
453,45,30,2
454,8,5,0
455,36,13,20
456,17,12,0
457,38,6,30
458,23,0,12
459,42,7,15
460,42,31,5
461,45,8,31
462,9,7,2
463,14,12,1
464,31,11,5
465,64,9,18
466,14,6,6
467,16,5,11
468,34,1,8
469,18,9,4
470,57,2,24
471,47,25,12
472,24,22,2
473,63,54,5
474,53,23,3
475,18,1,12
476,5,1,2
477,46,28,1
478,32,23,9
479,28,0,18
480,9,6,0
481,41,19,1
482,21,2,4
483,48,10,22
484,20,20,0
485,33,3,12
